federal_provider_number,provider_name,provider_address,provider_city,provider_state,provider_zip_code,survey_date,survey_type,deficiency_prefix,deficiency_category,deficiency_tag_number,tag_version,deficiency_description,scope_severity_code,deficiency_corrected,correction_date,inspection_cycle,standard_deficiency,complaint_deficiency,infection_control_inspection_deficiency,location,processing_date
335279,MAYFAIR CARE CENTER,100 BALDWIN ROAD,HEMPSTEAD,NY,11550,2017-11-20,Fire Safety,K,Smoke Deficiencies,0311,New,Have an enclosure around a vertical opening shaft.,B,"Deficient, Provider has date of correction",2017-12-29,3,Y,N,N,"100 BALDWIN ROAD,HEMPSTEAD,NY,11550",2022-01-01
335279,MAYFAIR CARE CENTER,100 BALDWIN ROAD,HEMPSTEAD,NY,11550,2017-11-20,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",0921,New,Ensure that testing and maintenance of electrical equipment is performed.,E,"Deficient, Provider has date of correction",2017-12-29,3,Y,N,N,"100 BALDWIN ROAD,HEMPSTEAD,NY,11550",2022-01-01
335297,THE GRAND PAVILION FOR RHB & NRSG AT ROCKVILLE CTR,41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2021-06-11,Fire Safety,K,Construction Deficiencies,0161,New,Use approved construction type or materials.,E,Waiver has been granted,2021-12-10,1,Y,N,N,"41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335297,THE GRAND PAVILION FOR RHB & NRSG AT ROCKVILLE CTR,41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2021-06-11,Fire Safety,K,Smoke Deficiencies,0351,New,Install an approved automatic sprinkler system.,E,"Deficient, Provider has date of correction",2021-08-10,1,Y,N,N,"41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335297,THE GRAND PAVILION FOR RHB & NRSG AT ROCKVILLE CTR,41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2021-06-11,Fire Safety,K,Smoke Deficiencies,0353,New,"Inspect, test, and maintain automatic sprinkler systems.",E,"Deficient, Provider has date of correction",2021-08-10,1,Y,N,N,"41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335297,THE GRAND PAVILION FOR RHB & NRSG AT ROCKVILLE CTR,41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2021-06-11,Fire Safety,K,Smoke Deficiencies,0361,New,"Ensure that waiting areas, nurse’s stations, gift shops, and cooking facilities, open to the corridor are properly protected.",E,"Deficient, Provider has date of correction",2021-08-10,1,Y,N,N,"41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335297,THE GRAND PAVILION FOR RHB & NRSG AT ROCKVILLE CTR,41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2021-06-11,Fire Safety,K,Smoke Deficiencies,0362,New,Ensure that corridors are separated from use areas by walls constructed to limit the passage of smoke.,D,"Deficient, Provider has date of correction",2021-08-10,1,Y,N,N,"41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335297,THE GRAND PAVILION FOR RHB & NRSG AT ROCKVILLE CTR,41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2021-06-11,Fire Safety,K,Smoke Deficiencies,0372,New,Ensure smoke barriers are constructed to a 1 hour fire resistance rating.,E,"Deficient, Provider has date of correction",2021-08-10,1,Y,N,N,"41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335297,THE GRAND PAVILION FOR RHB & NRSG AT ROCKVILLE CTR,41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2019-02-26,Fire Safety,K,Construction Deficiencies,0161,New,Use approved construction type or materials.,B,"Deficient, Provider has no plan of correction",,2,Y,N,N,"41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335297,THE GRAND PAVILION FOR RHB & NRSG AT ROCKVILLE CTR,41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2019-02-26,Fire Safety,K,Egress Deficiencies,0225,New,Have stairways and smokeproof enclosures used as exits that meet safety requirements.,D,"Deficient, Provider has date of correction",2019-03-18,2,Y,N,N,"41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335297,THE GRAND PAVILION FOR RHB & NRSG AT ROCKVILLE CTR,41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2019-02-26,Fire Safety,K,Smoke Deficiencies,0355,New,"Properly select, install, inspect, or maintain portable fire extinguishes.",E,"Deficient, Provider has date of correction",2019-03-18,2,Y,N,N,"41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335297,THE GRAND PAVILION FOR RHB & NRSG AT ROCKVILLE CTR,41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2017-09-05,Fire Safety,K,Construction Deficiencies,0161,New,Use approved construction type or materials.,B,Waiver has been granted,2017-10-16,3,Y,N,N,"41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335297,THE GRAND PAVILION FOR RHB & NRSG AT ROCKVILLE CTR,41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2017-09-05,Fire Safety,K,Egress Deficiencies,0225,New,Have stairways and smokeproof enclosures used as exits that meet safety requirements.,E,"Deficient, Provider has date of correction",2017-10-16,3,Y,N,N,"41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335297,THE GRAND PAVILION FOR RHB & NRSG AT ROCKVILLE CTR,41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2017-09-05,Fire Safety,K,Smoke Deficiencies,0363,New,Install corridor and hallway doors that block smoke.,E,"Deficient, Provider has date of correction",2017-10-16,3,Y,N,N,"41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335297,THE GRAND PAVILION FOR RHB & NRSG AT ROCKVILLE CTR,41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2017-09-05,Fire Safety,K,Smoke Deficiencies,0374,New,Install smoke barrier doors that can resist smoke for at least 20 minutes.,D,"Deficient, Provider has date of correction",2017-10-16,3,Y,N,N,"41 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335432,LONG BEACH NURSING AND REHABILITATION CENTER,375 EAST BAY DRIVE,LONG BEACH,NY,11561,2021-07-13,Fire Safety,K,Services Deficiencies,0521,New,Ensure heating and ventilation systems that have been properly installed according to the manufacturer's instructions.,D,"Deficient, Provider has no plan of correction",,1,Y,N,N,"375 EAST BAY DRIVE,LONG BEACH,NY,11561",2022-01-01
335432,LONG BEACH NURSING AND REHABILITATION CENTER,375 EAST BAY DRIVE,LONG BEACH,NY,11561,2021-07-13,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",0918,New,Have generator or other power source capable of supplying service within 10 seconds.,D,"Deficient, Provider has date of correction",2021-09-09,1,Y,N,N,"375 EAST BAY DRIVE,LONG BEACH,NY,11561",2022-01-01
335432,LONG BEACH NURSING AND REHABILITATION CENTER,375 EAST BAY DRIVE,LONG BEACH,NY,11561,2019-03-19,Fire Safety,K,Smoke Deficiencies,0324,New,Provide properly protected cooking facilities.,D,"Deficient, Provider has date of correction",2019-04-15,2,Y,N,N,"375 EAST BAY DRIVE,LONG BEACH,NY,11561",2022-01-01
335432,LONG BEACH NURSING AND REHABILITATION CENTER,375 EAST BAY DRIVE,LONG BEACH,NY,11561,2019-03-19,Fire Safety,K,Services Deficiencies,0521,New,Ensure heating and ventilation systems that have been properly installed according to the manufacturer's instructions.,B,"Deficient, Provider has date of correction",2019-04-15,2,Y,N,N,"375 EAST BAY DRIVE,LONG BEACH,NY,11561",2022-01-01
335432,LONG BEACH NURSING AND REHABILITATION CENTER,375 EAST BAY DRIVE,LONG BEACH,NY,11561,2019-03-19,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",0915,New,Have proper power supply for life support equipment.,D,"Deficient, Provider has date of correction",2019-04-19,2,Y,N,N,"375 EAST BAY DRIVE,LONG BEACH,NY,11561",2022-01-01
335432,LONG BEACH NURSING AND REHABILITATION CENTER,375 EAST BAY DRIVE,LONG BEACH,NY,11561,2019-03-19,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",0923,New,Have proper medical gas storage and administration areas.,C,"Deficient, Provider has date of correction",2019-04-15,2,Y,N,N,"375 EAST BAY DRIVE,LONG BEACH,NY,11561",2022-01-01
335432,LONG BEACH NURSING AND REHABILITATION CENTER,375 EAST BAY DRIVE,LONG BEACH,NY,11561,2017-09-22,Fire Safety,K,Services Deficiencies,0521,New,Ensure heating and ventilation systems that have been properly installed according to the manufacturer's instructions.,B,Waiver has been granted,2017-11-17,3,Y,N,N,"375 EAST BAY DRIVE,LONG BEACH,NY,11561",2022-01-01
335432,LONG BEACH NURSING AND REHABILITATION CENTER,375 EAST BAY DRIVE,LONG BEACH,NY,11561,2017-09-22,Fire Safety,K,Services Deficiencies,0531,New,Have elevators that firefighters can control in the event of a fire.,C,"Deficient, Provider has date of correction",2017-11-17,3,Y,N,N,"375 EAST BAY DRIVE,LONG BEACH,NY,11561",2022-01-01
335498,GRANDELL REHABILITATION AND NURSING CENTER,645 W BROADWAY,LONG BEACH,NY,11561,2019-07-24,Fire Safety,K,Egress Deficiencies,0225,New,Have stairways and smokeproof enclosures used as exits that meet safety requirements.,B,"Deficient, Provider has no plan of correction",,1,Y,N,N,"645 W BROADWAY,LONG BEACH,NY,11561",2022-01-01
335498,GRANDELL REHABILITATION AND NURSING CENTER,645 W BROADWAY,LONG BEACH,NY,11561,2019-07-24,Fire Safety,K,Egress Deficiencies,0271,New,Have exits that are accessible at all times.,B,"Deficient, Provider has no plan of correction",,1,Y,N,N,"645 W BROADWAY,LONG BEACH,NY,11561",2022-01-01
335498,GRANDELL REHABILITATION AND NURSING CENTER,645 W BROADWAY,LONG BEACH,NY,11561,2019-07-24,Fire Safety,K,Smoke Deficiencies,0311,New,Have an enclosure around a vertical opening shaft.,B,"Deficient, Provider has no plan of correction",,1,Y,N,N,"645 W BROADWAY,LONG BEACH,NY,11561",2022-01-01
335498,GRANDELL REHABILITATION AND NURSING CENTER,645 W BROADWAY,LONG BEACH,NY,11561,2018-03-27,Fire Safety,K,Egress Deficiencies,0225,New,Have stairways and smokeproof enclosures used as exits that meet safety requirements.,B,Waiver has been granted,2018-05-25,2,Y,N,N,"645 W BROADWAY,LONG BEACH,NY,11561",2022-01-01
335498,GRANDELL REHABILITATION AND NURSING CENTER,645 W BROADWAY,LONG BEACH,NY,11561,2018-03-27,Fire Safety,K,Egress Deficiencies,0271,New,Have exits that are accessible at all times.,B,Waiver has been granted,2018-05-25,2,Y,N,N,"645 W BROADWAY,LONG BEACH,NY,11561",2022-01-01
335498,GRANDELL REHABILITATION AND NURSING CENTER,645 W BROADWAY,LONG BEACH,NY,11561,2018-03-27,Fire Safety,K,Smoke Deficiencies,0311,New,Have an enclosure around a vertical opening shaft.,B,Waiver has been granted,2018-05-25,2,Y,N,N,"645 W BROADWAY,LONG BEACH,NY,11561",2022-01-01
335498,GRANDELL REHABILITATION AND NURSING CENTER,645 W BROADWAY,LONG BEACH,NY,11561,2018-03-27,Fire Safety,K,Smoke Deficiencies,0353,New,"Inspect, test, and maintain automatic sprinkler systems.",D,"Deficient, Provider has date of correction",2018-05-25,2,Y,N,N,"645 W BROADWAY,LONG BEACH,NY,11561",2022-01-01
335498,GRANDELL REHABILITATION AND NURSING CENTER,645 W BROADWAY,LONG BEACH,NY,11561,2018-03-27,Fire Safety,K,Smoke Deficiencies,0372,New,Ensure smoke barriers are constructed to a 1 hour fire resistance rating.,D,"Deficient, Provider has date of correction",2018-05-25,2,Y,N,N,"645 W BROADWAY,LONG BEACH,NY,11561",2022-01-01
335498,GRANDELL REHABILITATION AND NURSING CENTER,645 W BROADWAY,LONG BEACH,NY,11561,2016-12-15,Fire Safety,K,Egress Deficiencies,0225,New,Have stairways and smokeproof enclosures used as exits that meet safety requirements.,B,Waiver has been granted,2017-01-11,3,Y,N,N,"645 W BROADWAY,LONG BEACH,NY,11561",2022-01-01
335498,GRANDELL REHABILITATION AND NURSING CENTER,645 W BROADWAY,LONG BEACH,NY,11561,2016-12-15,Fire Safety,K,Egress Deficiencies,0271,New,Have exits that are accessible at all times.,B,Waiver has been granted,2017-01-11,3,Y,N,N,"645 W BROADWAY,LONG BEACH,NY,11561",2022-01-01
335498,GRANDELL REHABILITATION AND NURSING CENTER,645 W BROADWAY,LONG BEACH,NY,11561,2016-12-15,Fire Safety,K,Smoke Deficiencies,0311,New,Have an enclosure around a vertical opening shaft.,B,Waiver has been granted,2017-01-11,3,Y,N,N,"645 W BROADWAY,LONG BEACH,NY,11561",2022-01-01
335559,SUNHARBOR MANOR,255 WARNER AVENUE,ROSLYN HEIGHTS,NY,11577,2019-11-05,Fire Safety,K,Construction Deficiencies,0161,New,Use approved construction type or materials.,B,"Deficient, Provider has date of correction",2019-12-26,1,Y,N,N,"255 WARNER AVENUE,ROSLYN HEIGHTS,NY,11577",2022-01-01
335559,SUNHARBOR MANOR,255 WARNER AVENUE,ROSLYN HEIGHTS,NY,11577,2019-11-05,Fire Safety,K,Egress Deficiencies,0271,New,Have exits that are accessible at all times.,B,"Deficient, Provider has date of correction",2019-12-26,1,Y,N,N,"255 WARNER AVENUE,ROSLYN HEIGHTS,NY,11577",2022-01-01
335559,SUNHARBOR MANOR,255 WARNER AVENUE,ROSLYN HEIGHTS,NY,11577,2019-11-05,Fire Safety,K,Smoke Deficiencies,0353,New,"Inspect, test, and maintain automatic sprinkler systems.",C,"Deficient, Provider has date of correction",2019-12-26,1,Y,N,N,"255 WARNER AVENUE,ROSLYN HEIGHTS,NY,11577",2022-01-01
335559,SUNHARBOR MANOR,255 WARNER AVENUE,ROSLYN HEIGHTS,NY,11577,2019-11-05,Fire Safety,K,Smoke Deficiencies,0372,New,Ensure smoke barriers are constructed to a 1 hour fire resistance rating.,B,"Deficient, Provider has date of correction",2019-12-26,1,Y,N,N,"255 WARNER AVENUE,ROSLYN HEIGHTS,NY,11577",2022-01-01
335559,SUNHARBOR MANOR,255 WARNER AVENUE,ROSLYN HEIGHTS,NY,11577,2019-11-05,Fire Safety,K,Miscellaneous Deficiencies,0712,New,Have simulated fire drills held at unexpected times.,C,"Deficient, Provider has date of correction",2019-12-26,1,Y,N,N,"255 WARNER AVENUE,ROSLYN HEIGHTS,NY,11577",2022-01-01
335559,SUNHARBOR MANOR,255 WARNER AVENUE,ROSLYN HEIGHTS,NY,11577,2019-11-05,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",0918,New,Have generator or other power source capable of supplying service within 10 seconds.,C,"Deficient, Provider has date of correction",2019-12-26,1,Y,N,N,"255 WARNER AVENUE,ROSLYN HEIGHTS,NY,11577",2022-01-01
335559,SUNHARBOR MANOR,255 WARNER AVENUE,ROSLYN HEIGHTS,NY,11577,2017-02-28,Fire Safety,K,Construction Deficiencies,0161,New,Use approved construction type or materials.,B,Waiver has been granted,2017-03-01,3,Y,N,N,"255 WARNER AVENUE,ROSLYN HEIGHTS,NY,11577",2022-01-01
335559,SUNHARBOR MANOR,255 WARNER AVENUE,ROSLYN HEIGHTS,NY,11577,2017-02-28,Fire Safety,K,Egress Deficiencies,0271,New,Have exits that are accessible at all times.,B,Waiver has been granted,2017-03-01,3,Y,N,N,"255 WARNER AVENUE,ROSLYN HEIGHTS,NY,11577",2022-01-01
335559,SUNHARBOR MANOR,255 WARNER AVENUE,ROSLYN HEIGHTS,NY,11577,2017-02-28,Fire Safety,K,Smoke Deficiencies,0372,New,Ensure smoke barriers are constructed to a 1 hour fire resistance rating.,B,Waiver has been granted,2017-03-01,3,Y,N,N,"255 WARNER AVENUE,ROSLYN HEIGHTS,NY,11577",2022-01-01
335700,NORTH SHORE - L I J ORZAC CTR FOR REHABILITATION,900 FRANKLIN AVENUE,VALLEY STREAM,NY,11580,2018-06-01,Fire Safety,K,Egress Deficiencies,0225,New,Have stairways and smokeproof enclosures used as exits that meet safety requirements.,D,"Deficient, Provider has date of correction",2018-07-27,2,Y,N,N,"900 FRANKLIN AVENUE,VALLEY STREAM,NY,11580",2022-01-01
335700,NORTH SHORE - L I J ORZAC CTR FOR REHABILITATION,900 FRANKLIN AVENUE,VALLEY STREAM,NY,11580,2018-06-01,Fire Safety,K,Miscellaneous Deficiencies,0712,New,Have simulated fire drills held at unexpected times.,C,"Deficient, Provider has date of correction",2018-07-27,2,Y,N,N,"900 FRANKLIN AVENUE,VALLEY STREAM,NY,11580",2022-01-01
335700,NORTH SHORE - L I J ORZAC CTR FOR REHABILITATION,900 FRANKLIN AVENUE,VALLEY STREAM,NY,11580,2017-02-08,Fire Safety,K,Smoke Deficiencies,0351,New,Install an approved automatic sprinkler system.,D,"Deficient, Provider has date of correction",2017-03-31,3,Y,N,N,"900 FRANKLIN AVENUE,VALLEY STREAM,NY,11580",2022-01-01
335700,NORTH SHORE - L I J ORZAC CTR FOR REHABILITATION,900 FRANKLIN AVENUE,VALLEY STREAM,NY,11580,2017-02-08,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",0911,New,Meet other general requirements that are deficient.,D,"Deficient, Provider has date of correction",2017-03-31,3,Y,N,N,"900 FRANKLIN AVENUE,VALLEY STREAM,NY,11580",2022-01-01
335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,6 MEDICAL PLAZA,GLEN COVE,NY,11542,2019-12-20,Fire Safety,K,Egress Deficiencies,0211,New,"Keep aisles, corridors, and exits free of obstruction in case of emergency.",D,"Deficient, Provider has date of correction",2020-02-17,1,Y,N,N,"6 MEDICAL PLAZA,GLEN COVE,NY,11542",2022-01-01
335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,6 MEDICAL PLAZA,GLEN COVE,NY,11542,2019-12-20,Fire Safety,K,Smoke Deficiencies,0311,New,Have an enclosure around a vertical opening shaft.,D,"Deficient, Provider has date of correction",2020-02-17,1,Y,N,N,"6 MEDICAL PLAZA,GLEN COVE,NY,11542",2022-01-01
335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,6 MEDICAL PLAZA,GLEN COVE,NY,11542,2018-09-14,Fire Safety,E,Emergency Preparedness Deficiencies,0006,New,Conduct risk assessment and an All-Hazards approach.,C,"Deficient, Provider has date of correction",2018-11-13,2,Y,N,N,"6 MEDICAL PLAZA,GLEN COVE,NY,11542",2022-01-01
335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,6 MEDICAL PLAZA,GLEN COVE,NY,11542,2018-09-14,Fire Safety,E,Emergency Preparedness Deficiencies,0029,New,Develop a communication plan.,C,"Deficient, Provider has date of correction",2018-11-13,2,Y,N,N,"6 MEDICAL PLAZA,GLEN COVE,NY,11542",2022-01-01
335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,6 MEDICAL PLAZA,GLEN COVE,NY,11542,2018-09-14,Fire Safety,K,Smoke Deficiencies,0374,New,Install smoke barrier doors that can resist smoke for at least 20 minutes.,E,"Deficient, Provider has date of correction",2018-11-13,2,Y,N,N,"6 MEDICAL PLAZA,GLEN COVE,NY,11542",2022-01-01
335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,6 MEDICAL PLAZA,GLEN COVE,NY,11542,2017-05-12,Fire Safety,K,Smoke Deficiencies,0331,New,Construct fire resistant interior walls.,E,"Deficient, Provider has date of correction",2017-07-06,3,Y,N,N,"6 MEDICAL PLAZA,GLEN COVE,NY,11542",2022-01-01
335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,6 MEDICAL PLAZA,GLEN COVE,NY,11542,2017-05-12,Fire Safety,K,Smoke Deficiencies,0351,New,Install an approved automatic sprinkler system.,D,"Deficient, Provider has date of correction",2017-07-06,3,Y,N,N,"6 MEDICAL PLAZA,GLEN COVE,NY,11542",2022-01-01
335716,GLEN COVE CENTER FOR NURSING AND REHABILITATION,6 MEDICAL PLAZA,GLEN COVE,NY,11542,2017-05-12,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",0911,New,Meet other general requirements that are deficient.,D,"Deficient, Provider has date of correction",2017-07-06,3,Y,N,N,"6 MEDICAL PLAZA,GLEN COVE,NY,11542",2022-01-01
335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,1050 CENTRAL AVENUE,WOODMERE,NY,11598,2019-02-15,Fire Safety,K,Smoke Deficiencies,0353,New,"Inspect, test, and maintain automatic sprinkler systems.",C,"Deficient, Provider has date of correction",2019-03-22,2,Y,N,N,"1050 CENTRAL AVENUE,WOODMERE,NY,11598",2022-01-01
335718,THE FIVE TOWNS PREMIER REHAB & NURSING CENTER,1050 CENTRAL AVENUE,WOODMERE,NY,11598,2017-09-05,Fire Safety,K,Smoke Deficiencies,0353,New,"Inspect, test, and maintain automatic sprinkler systems.",D,"Deficient, Provider has date of correction",2017-11-02,3,Y,N,N,"1050 CENTRAL AVENUE,WOODMERE,NY,11598",2022-01-01
335747,"ROCKVILLE SKILLED NURSING & REHAB CENTER, L L C",50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2017-12-05,Fire Safety,E,Emergency Preparedness Deficiencies,0024,New,Establish policies and procedures for volunteers.,C,"Deficient, Provider has date of correction",2018-01-28,2,Y,N,N,"50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335747,"ROCKVILLE SKILLED NURSING & REHAB CENTER, L L C",50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2017-12-05,Fire Safety,E,Emergency Preparedness Deficiencies,0025,New,Create arrangements with other facilities to receive patients.,C,"Deficient, Provider has date of correction",2018-01-28,2,Y,N,N,"50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335747,"ROCKVILLE SKILLED NURSING & REHAB CENTER, L L C",50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2017-12-05,Fire Safety,K,Construction Deficiencies,0161,New,Use approved construction type or materials.,B,Waiver has been granted,2018-01-28,2,Y,N,N,"50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335747,"ROCKVILLE SKILLED NURSING & REHAB CENTER, L L C",50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2017-12-05,Fire Safety,K,Egress Deficiencies,0225,New,Have stairways and smokeproof enclosures used as exits that meet safety requirements.,E,"Deficient, Provider has date of correction",2018-01-28,2,Y,N,N,"50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335747,"ROCKVILLE SKILLED NURSING & REHAB CENTER, L L C",50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2017-12-05,Fire Safety,K,Miscellaneous Deficiencies,0712,New,Have simulated fire drills held at unexpected times.,D,"Deficient, Provider has date of correction",2018-01-28,2,Y,N,N,"50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335747,"ROCKVILLE SKILLED NURSING & REHAB CENTER, L L C",50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2016-10-14,Fire Safety,K,Illumination and Emergency Power Deficiencies,0047,New,"Properly located and lighted ""Exit"" signs.",E,"Deficient, Provider has date of correction",2016-12-13,3,Y,N,N,"50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335747,"ROCKVILLE SKILLED NURSING & REHAB CENTER, L L C",50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2016-10-14,Fire Safety,K,Automatic Sprinkler Systems Deficiencies,0062,New,Automatic sprinkler systems that have been maintained in working order.,E,"Deficient, Provider has date of correction",2016-12-13,3,Y,N,N,"50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335747,"ROCKVILLE SKILLED NURSING & REHAB CENTER, L L C",50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2016-10-14,Fire Safety,K,Electrical Deficiencies,0144,New,Weekly inspections and monthly testing of generators.,E,"Deficient, Provider has date of correction",2016-12-13,3,Y,N,N,"50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335747,"ROCKVILLE SKILLED NURSING & REHAB CENTER, L L C",50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570,2016-10-14,Fire Safety,K,Electrical Deficiencies,0145,New,The appropriate emergency electrical system.,E,"Deficient, Provider has date of correction",2016-12-13,3,Y,N,N,"50 MAINE AVENUE,ROCKVILLE CENTRE,NY,11570",2022-01-01
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,HEMPSTEAD,NY,11550,2019-06-24,Fire Safety,K,Smoke Deficiencies,0353,New,"Inspect, test, and maintain automatic sprinkler systems.",F,"Deficient, Provider has date of correction",2019-07-23,1,Y,N,N,"ONE GREENWICH STREET,HEMPSTEAD,NY,11550",2022-01-01
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,HEMPSTEAD,NY,11550,2019-06-24,Fire Safety,K,Smoke Deficiencies,0355,New,"Properly select, install, inspect, or maintain portable fire extinguishes.",D,"Deficient, Provider has date of correction",2019-07-23,1,Y,N,N,"ONE GREENWICH STREET,HEMPSTEAD,NY,11550",2022-01-01
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,HEMPSTEAD,NY,11550,2018-01-23,Fire Safety,E,Emergency Preparedness Deficiencies,0015,New,Address subsistence needs for staff and patients.,C,"Deficient, Provider has date of correction",2018-03-15,2,Y,N,N,"ONE GREENWICH STREET,HEMPSTEAD,NY,11550",2022-01-01
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,HEMPSTEAD,NY,11550,2018-01-23,Fire Safety,E,Emergency Preparedness Deficiencies,0024,New,Establish policies and procedures for volunteers.,C,"Deficient, Provider has date of correction",2018-03-15,2,Y,N,N,"ONE GREENWICH STREET,HEMPSTEAD,NY,11550",2022-01-01
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,HEMPSTEAD,NY,11550,2018-01-23,Fire Safety,E,Emergency Preparedness Deficiencies,0029,New,Develop a communication plan.,C,"Deficient, Provider has date of correction",2018-03-15,2,Y,N,N,"ONE GREENWICH STREET,HEMPSTEAD,NY,11550",2022-01-01
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,HEMPSTEAD,NY,11550,2016-11-10,Fire Safety,K,Smoke Deficiencies,0324,New,Provide properly protected cooking facilities.,D,"Deficient, Provider has date of correction",2017-02-15,3,Y,N,N,"ONE GREENWICH STREET,HEMPSTEAD,NY,11550",2022-01-01
335787,NASSAU REHABILITATION & NURSING CENTER,ONE GREENWICH STREET,HEMPSTEAD,NY,11550,2016-11-10,Fire Safety,K,"Gas, Vacuum, and Electrical Systems Deficiencies",0923,New,Have proper medical gas storage and administration areas.,E,"Deficient, Provider has date of correction",2017-02-15,3,Y,N,N,"ONE GREENWICH STREET,HEMPSTEAD,NY,11550",2022-01-01
335796,MEADOWBROOK CARE CENTER,320 WEST MERRICK ROAD,FREEPORT,NY,11520,2020-01-06,Fire Safety,K,Egress Deficiencies,0211,New,"Keep aisles, corridors, and exits free of obstruction in case of emergency.",D,"Deficient, Provider has date of correction",2020-01-20,1,Y,N,N,"320 WEST MERRICK ROAD,FREEPORT,NY,11520",2022-01-01
335796,MEADOWBROOK CARE CENTER,320 WEST MERRICK ROAD,FREEPORT,NY,11520,2020-01-06,Fire Safety,K,Egress Deficiencies,0271,New,Have exits that are accessible at all times.,B,"Deficient, Provider has date of correction",2020-01-20,1,Y,N,N,"320 WEST MERRICK ROAD,FREEPORT,NY,11520",2022-01-01
